N,P,K,temperature,humidity,ph,rainfall,OM,label
56.7,35.0,104.9,22.26,74.68,6.18,176.04,3.9,Coconut
85.0,39.5,134.5,28.66,80.27,5.67,208.46,3.8,Banana
42.0,19.6,114.3,28.29,78.56,6.77,150.53,2.47,Coconut
84.7,47.0,80.9,30.36,68.39,5.08,169.85,3.01,Papaya
61.3,35.7,43.7,27.71,56.21,6.56,123.91,2.43,Mango
52.7,52.5,75.8,27.6,78.23,6.35,245.09,2.91,Durian
79.5,44.7,120.6,29.35,81.22,5.37,201.8,4.38,Banana
30.8,49.8,125.4,23.61,65.9,5.59,107.15,1.6,Sweet Potato
88.0,40.7,60.0,22.82,81.26,5.76,240.43,2.99,Rice
50.3,27.4,100.9,26.14,71.53,6.44,102.58,1.63,Cassava
30.0,16.9,41.5,27.23,83.02,5.52,108.9,0.88,Cassava
40.1,56.3,70.7,22.5,80.36,6.02,220.75,2.96,Cacao
41.2,20.0,93.0,23.08,84.86,5.77,149.31,2.87,Cacao
103.9,53.1,90.3,24.79,74.39,7.15,218.88,3.8,Durian
70.0,56.4,46.8,29.66,86.06,5.14,281.39,3.6,Rice
112.4,63.3,64.0,28.85,68.29,5.5,140.44,2.59,Eggplant
53.7,54.5,102.6,25.15,66.17,5.56,110.76,1.07,Sweet Potato
66.1,46.1,86.9,23.71,78.55,5.74,191.58,3.21,Cacao
20.9,27.6,43.2,27.5,70.84,6.17,134.63,2.41,Mango
89.1,34.4,46.3,24.74,70.59,5.9,144.4,1.46,Corn
105.4,75.8,53.6,27.11,69.44,6.18,100.45,2.12,Tomato
44.0,56.8,147.7,25.74,73.57,6.36,110.08,1.85,Sweet Potato
105.7,38.6,39.0,27.17,68.74,5.61,93.15,2.41,Corn
117.9,77.5,72.4,24.94,60.37,6.11,87.82,2.62,Tomato
124.2,25.0,154.1,26.59,81.91,5.7,233.31,3.07,Banana
106.3,68.2,136.8,32.17,63.3,6.47,155.24,4.02,Papaya
24.4,28.3,140.7,25.76,69.93,5.59,196.64,3.14,Coconut
112.8,57.3,87.1,25.45,72.26,6.6,91.2,2.17,Tomato
77.5,43.1,80.3,25.41,83.98,6.66,160.0,3.22,Durian
99.6,42.1,37.7,29.22,65.11,6.7,66.0,2.24,Eggplant
66.4,27.5,109.7,25.8,78.08,7.67,210.39,2.74,Coconut
56.5,40.8,48.0,22.53,73.46,5.93,160.22,3.22,Cacao
61.2,35.7,42.0,24.0,61.46,5.74,115.98,1.6,Corn
82.5,23.2,54.1,24.66,61.67,6.15,110.18,1.36,Mango
61.2,32.6,48.1,22.0,54.67,5.82,83.28,2.14,Mango
24.6,32.1,56.7,28.66,63.4,6.34,110.62,2.51,Mango
40.6,46.5,129.4,24.49,64.56,6.76,118.03,1.58,Sweet Potato
97.6,27.1,151.1,27.72,92.6,6.17,233.46,3.5,Banana
115.8,58.3,58.0,25.24,57.44,6.46,117.11,1.77,Eggplant
88.0,87.9,86.6,23.3,70.67,5.91,68.15,3.3,Tomato
56.2,15.0,200.0,25.77,81.28,5.63,184.16,2.36,Coconut
98.6,35.6,45.6,27.63,85.85,6.42,248.66,2.91,Rice
45.5,41.3,90.6,26.6,70.99,5.98,82.77,1.3,Sweet Potato
102.6,58.4,69.3,26.2,67.82,6.76,119.4,3.24,Eggplant
46.7,55.1,120.9,28.87,72.09,6.66,110.42,1.6,Sweet Potato
57.9,47.3,65.2,27.47,68.42,6.22,99.63,1.11,Mango
69.7,35.2,85.1,26.93,70.15,6.5,164.98,3.96,Cacao
76.0,32.0,45.8,25.34,80.38,6.15,179.38,4.07,Cacao
93.1,80.0,63.4,26.38,70.52,6.12,103.56,2.19,Tomato
127.3,78.9,73.3,26.76,69.74,6.18,96.11,2.15,Tomato
100.1,42.1,111.1,27.22,81.11,5.67,193.64,4.76,Banana
39.6,32.6,138.7,26.23,74.93,5.57,147.21,2.26,Sweet Potato
105.4,48.2,88.6,29.0,55.33,7.44,184.15,3.92,Papaya
51.4,28.8,42.6,25.08,55.4,7.04,73.76,2.27,Mango
108.0,76.4,76.0,25.22,61.75,6.42,128.1,2.01,Tomato
92.5,69.2,35.7,21.79,56.77,6.56,61.41,1.68,Corn
59.9,60.4,64.5,27.17,95.0,6.47,145.3,2.01,Cacao
108.7,41.2,25.8,27.14,81.45,6.39,234.84,3.28,Rice
52.9,49.8,32.8,29.37,88.34,4.62,171.31,2.81,Rice
108.6,25.6,101.0,29.48,88.05,7.01,332.5,3.6,Durian
50.7,29.1,101.8,26.07,76.26,5.64,119.52,2.02,Sweet Potato
13.7,22.2,76.0,31.05,67.5,5.59,110.35,1.53,Cassava
81.5,66.7,56.9,25.13,69.05,6.02,145.13,2.04,Papaya
95.5,58.2,44.6,23.2,83.05,5.72,207.44,3.61,Rice
101.4,40.7,39.4,21.85,62.05,5.87,90.68,1.73,Corn
87.4,75.4,74.6,24.7,61.92,6.55,70.43,3.02,Tomato
110.0,52.8,134.3,30.0,79.61,5.98,153.17,2.14,Banana
99.6,59.1,64.8,29.76,74.69,6.31,143.06,2.23,Papaya
85.2,52.0,79.2,25.87,70.89,6.75,133.84,2.65,Eggplant
95.2,27.4,93.7,28.11,79.21,5.43,203.04,2.06,Banana
13.0,24.9,108.4,32.02,58.22,6.04,120.66,1.21,Cassava
53.1,36.2,58.3,29.72,67.29,4.7,208.05,3.78,Cacao
115.1,76.0,72.7,24.02,72.11,5.59,106.36,2.4,Tomato
75.5,40.6,128.6,28.87,83.25,5.59,195.31,2.68,Coconut
125.5,47.5,148.3,31.21,82.85,6.12,211.74,2.85,Banana
108.4,43.1,52.2,27.67,91.13,5.6,266.21,3.06,Rice
83.0,91.9,71.5,25.31,64.39,6.86,72.76,1.99,Tomato
94.9,42.2,94.0,28.91,85.14,6.16,224.37,2.31,Durian
107.3,52.7,83.4,32.35,74.4,6.31,184.94,3.8,Papaya
52.2,40.3,31.7,25.42,74.81,6.66,50.0,1.47,Corn
77.4,28.3,120.8,30.23,78.9,5.96,171.11,2.95,Coconut
105.7,32.0,77.9,24.14,61.46,6.66,104.06,2.25,Eggplant
121.6,44.9,105.4,28.79,74.39,6.1,236.5,2.93,Durian
92.9,47.9,100.8,26.59,80.02,5.92,235.31,2.04,Durian
139.8,44.2,155.4,27.33,80.96,6.18,165.7,3.4,Banana
26.9,19.1,79.1,27.55,71.93,5.49,84.0,1.48,Cassava
75.7,59.8,50.5,28.01,68.34,5.93,96.55,1.51,Corn
130.8,53.7,50.0,29.81,68.25,5.71,148.87,3.85,Papaya
19.9,42.3,136.2,28.82,72.5,5.78,141.35,2.84,Coconut
80.5,48.1,48.4,20.94,77.57,6.46,85.44,2.79,Corn
68.5,34.3,104.4,25.6,83.06,5.36,204.07,3.11,Cacao
56.8,42.8,57.5,26.31,86.51,6.21,170.03,2.41,Cacao
118.0,42.1,110.6,30.76,89.08,5.97,207.19,3.51,Banana
30.6,45.7,83.3,26.2,69.68,6.11,111.95,2.08,Sweet Potato
86.4,41.9,41.1,22.77,78.92,5.36,138.41,3.93,Cacao
34.1,38.7,107.8,27.81,82.63,5.62,137.14,1.6,Coconut
78.1,35.2,15.8,24.76,54.16,5.95,50.0,2.07,Corn
55.3,43.5,40.4,27.19,92.94,6.92,236.34,3.75,Rice
139.7,32.5,157.4,31.09,86.25,5.8,145.81,2.45,Banana
104.0,29.5,53.9,30.29,90.26,5.87,214.35,3.35,Rice
21.9,17.4,52.2,29.88,80.09,5.93,110.59,1.89,Cassava
49.0,33.3,50.2,28.29,63.35,7.34,100.9,3.18,Mango
112.1,40.8,33.9,24.76,67.92,6.32,88.48,2.29,Corn
136.9,53.4,198.3,27.72,80.27,6.82,228.42,3.66,Banana
85.8,53.2,79.1,27.97,65.03,7.22,112.19,3.29,Papaya
78.0,29.1,45.1,27.4,57.16,7.39,86.13,1.15,Mango
117.6,39.5,78.0,28.92,70.35,6.37,63.0,2.63,Eggplant
51.4,65.0,33.0,28.64,66.53,6.28,96.96,2.33,Corn
49.4,34.1,53.6,28.49,53.53,6.59,115.3,2.38,Mango
94.2,51.5,171.2,27.57,85.96,6.56,143.09,3.87,Banana
80.3,61.0,168.8,30.03,85.88,6.16,239.74,2.56,Banana
78.8,74.5,86.6,29.22,76.94,6.77,296.17,3.23,Durian
36.1,44.9,106.4,28.54,73.17,5.91,152.59,1.09,Sweet Potato
54.9,30.0,112.3,23.24,73.15,6.97,195.42,2.92,Coconut
49.1,22.6,119.5,24.72,74.18,6.9,211.36,2.57,Coconut
66.7,35.1,84.7,29.46,82.36,5.81,194.27,2.73,Durian
47.9,31.7,119.8,27.84,74.77,5.5,154.05,1.46,Coconut
51.7,14.5,110.9,29.28,71.74,5.66,111.27,1.59,Cassava
81.0,32.3,37.9,31.97,72.47,6.25,61.37,1.58,Corn
85.4,64.2,106.0,27.42,76.72,6.33,241.29,2.94,Durian
39.1,36.0,106.8,28.17,68.96,6.69,83.58,2.19,Sweet Potato
97.7,49.6,64.9,24.6,55.64,5.95,97.08,2.83,Tomato
40.5,42.3,79.2,26.65,73.1,6.27,162.28,2.9,Coconut
43.0,24.3,57.9,25.84,63.47,6.22,106.25,1.68,Mango
95.2,38.6,38.0,25.22,87.37,5.62,196.66,3.35,Rice
128.7,48.2,143.6,28.57,75.53,5.78,236.0,4.64,Banana
85.4,44.5,150.0,25.9,79.04,6.1,144.83,2.63,Papaya
102.6,48.5,79.4,29.83,65.65,6.71,75.66,2.76,Eggplant
131.3,44.1,120.5,28.22,81.6,5.42,199.36,4.38,Banana
85.3,46.5,72.1,29.52,59.28,6.2,101.55,2.74,Tomato
111.4,63.9,58.5,27.17,72.32,6.33,109.73,2.02,Eggplant
116.7,55.7,30.0,28.38,66.26,5.75,114.41,3.0,Eggplant
72.3,30.8,100.8,27.34,81.96,5.26,94.96,1.66,Sweet Potato
86.9,63.9,101.0,22.94,75.1,5.41,161.46,2.76,Cacao
105.6,49.7,39.2,24.31,66.65,5.66,87.51,2.15,Corn
71.5,42.0,26.0,26.08,87.3,5.88,235.73,2.82,Rice
43.9,38.6,102.4,24.95,77.95,5.84,141.72,2.04,Cacao
52.2,65.6,52.5,20.0,85.88,5.11,213.73,2.55,Cacao
57.9,31.9,100.1,23.81,82.97,5.84,201.58,1.98,Coconut
131.0,75.6,40.7,24.06,66.1,6.53,57.64,3.15,Tomato
92.2,21.2,65.2,25.06,87.37,5.77,214.94,4.1,Cacao
52.6,67.2,57.5,29.43,91.49,5.88,269.12,3.42,Durian
71.8,62.0,51.8,32.14,78.31,5.0,149.06,3.14,Papaya
64.3,63.3,76.4,23.7,66.24,5.68,131.39,2.0,Cacao
90.7,54.3,82.5,27.75,71.03,5.89,191.66,3.4,Papaya
84.5,44.4,130.6,28.64,85.94,6.37,196.02,4.01,Banana
61.3,35.6,52.6,27.16,67.2,6.09,75.64,2.4,Mango
117.6,53.9,75.8,27.75,64.43,7.14,113.87,2.2,Papaya
79.7,58.0,97.6,26.89,62.5,6.32,113.73,2.07,Tomato
77.5,57.2,69.9,23.67,74.01,5.85,229.94,3.49,Cacao
92.9,52.4,41.3,26.07,75.21,6.44,132.49,1.91,Corn
92.7,34.8,45.4,23.53,75.05,5.85,201.74,3.24,Rice
123.9,68.6,58.6,31.78,77.31,5.86,119.06,2.49,Eggplant
39.2,62.6,103.8,26.4,74.27,5.6,97.81,1.99,Sweet Potato
122.4,25.8,134.3,24.7,83.04,6.16,250.27,2.6,Banana
83.9,48.0,37.4,26.11,78.75,5.42,246.29,2.67,Rice
69.5,45.3,55.1,30.21,88.68,6.05,238.38,3.02,Rice
101.4,64.2,43.7,23.79,74.03,5.38,76.8,1.95,Tomato
111.3,52.2,47.1,29.25,70.23,5.88,88.85,2.53,Eggplant
87.9,45.0,61.4,25.24,56.98,6.07,104.52,2.32,Mango
69.4,23.8,81.4,29.15,85.0,5.56,138.23,1.55,Cassava
104.5,49.7,95.7,29.52,85.45,7.02,178.37,3.73,Durian
62.6,47.1,105.5,26.99,83.67,6.29,215.55,1.71,Coconut
95.3,70.8,112.3,29.7,69.77,6.95,128.92,2.58,Papaya
98.0,57.4,31.8,24.42,89.34,6.05,272.92,3.18,Rice
92.7,54.6,85.1,28.31,73.54,6.47,108.7,3.96,Papaya
44.6,41.8,33.6,26.42,80.55,5.14,196.17,2.23,Rice
127.8,54.3,83.0,25.49,70.9,6.27,123.03,3.33,Papaya
49.2,42.2,46.9,29.42,46.51,5.83,139.58,2.82,Mango
53.5,50.8,138.2,28.0,82.71,5.96,79.92,1.68,Sweet Potato
137.0,79.1,82.2,25.22,68.3,6.0,82.45,2.14,Tomato
76.4,27.7,30.9,27.43,56.71,6.76,97.22,2.4,Mango
31.6,34.8,46.7,27.64,82.53,5.36,189.05,3.68,Cacao
56.5,55.4,158.0,26.7,69.17,6.84,100.07,1.01,Sweet Potato
97.0,48.2,30.4,30.05,77.44,6.63,101.49,2.68,Eggplant
74.3,44.9,76.5,26.09,82.04,6.85,302.56,3.31,Durian
77.1,67.6,55.6,25.37,62.13,6.53,90.1,2.5,Tomato
60.5,34.1,35.9,27.6,71.8,5.97,197.94,3.45,Rice
74.8,63.5,86.6,23.3,84.4,5.5,187.33,3.33,Cacao
97.8,46.2,80.4,26.02,76.42,6.8,131.6,2.13,Eggplant
47.0,33.2,77.9,27.27,71.36,7.01,85.48,1.77,Mango
64.7,40.6,33.2,29.12,83.75,6.01,211.72,3.44,Rice
39.4,15.9,125.3,25.03,71.72,6.72,152.99,2.44,Coconut
33.8,32.0,68.8,24.66,82.55,5.5,156.08,2.45,Coconut
43.7,41.9,96.7,27.17,75.87,5.48,200.19,1.85,Coconut
40.6,40.1,63.7,27.12,45.07,6.65,72.47,1.96,Mango
40.0,36.5,59.5,30.57,70.72,5.57,95.23,1.33,Cassava
57.6,38.7,48.4,25.95,73.1,5.6,159.38,2.61,Cacao
77.5,50.4,54.6,26.95,68.38,6.55,64.42,3.12,Tomato
64.8,46.5,74.8,27.03,56.88,5.9,95.17,2.54,Mango
145.3,56.8,151.3,26.96,87.57,5.17,283.03,2.42,Banana
43.4,36.9,146.4,25.1,73.73,5.7,217.48,2.08,Coconut
155.0,51.2,151.4,29.98,81.17,6.25,184.53,2.14,Banana
149.5,60.7,179.9,27.69,73.06,5.99,159.2,2.85,Banana
124.9,64.8,91.7,26.64,66.47,6.79,109.79,3.23,Eggplant
86.4,55.0,15.0,26.44,77.64,5.71,132.48,2.43,Corn
59.4,48.8,100.5,24.82,86.61,6.18,170.41,2.78,Coconut
93.2,49.5,41.7,29.5,66.76,6.41,115.32,2.2,Corn
80.0,26.0,125.1,25.36,73.42,6.36,65.42,2.31,Sweet Potato
99.4,43.2,59.4,24.75,73.16,6.63,65.78,2.66,Tomato
58.6,26.4,121.8,24.91,78.52,6.4,117.67,1.82,Coconut
36.0,36.4,76.0,27.35,60.76,6.19,160.3,1.86,Cassava
128.0,36.9,27.6,23.73,53.85,5.43,96.27,1.89,Corn
26.7,34.8,99.8,26.86,66.68,6.07,74.79,1.63,Sweet Potato
114.9,42.9,98.2,30.81,69.72,5.03,177.8,1.64,Papaya
83.4,62.9,27.9,27.18,57.63,5.63,66.17,2.37,Corn
102.7,53.0,128.5,26.51,78.8,6.06,264.62,3.23,Durian
51.5,34.7,52.2,25.06,81.62,5.74,132.94,4.62,Cacao
84.2,57.6,103.1,26.83,88.89,6.79,200.51,2.48,Durian
72.0,43.9,73.6,28.82,68.86,7.27,80.83,2.06,Mango
23.1,36.0,151.3,26.54,81.58,6.55,192.36,2.99,Coconut
83.8,90.3,51.3,24.11,63.73,5.89,107.67,2.14,Tomato
65.2,28.8,72.0,26.25,55.99,6.04,72.73,2.47,Mango
44.6,18.1,71.8,30.94,79.71,4.51,121.48,1.59,Cassava
59.4,39.8,50.9,26.7,48.5,7.55,129.33,1.85,Mango
25.6,48.0,127.5,27.96,82.94,6.04,184.23,2.18,Coconut
122.0,54.2,133.0,26.07,85.79,6.2,209.37,3.71,Banana
35.3,36.6,82.0,28.1,59.92,7.31,104.56,2.86,Mango
49.0,37.2,97.0,27.77,73.35,5.99,105.15,1.51,Sweet Potato
49.0,27.7,93.6,26.69,84.24,7.15,236.93,2.58,Durian
136.5,58.6,77.4,27.38,57.36,6.83,92.96,2.65,Eggplant
85.9,44.4,30.5,23.59,63.21,6.19,52.7,2.04,Corn
119.4,60.2,122.1,30.57,81.48,6.23,174.13,2.77,Papaya
75.2,74.0,115.3,27.89,75.24,6.21,208.64,2.0,Durian
80.1,50.6,116.1,28.12,79.92,6.38,249.08,4.46,Durian
85.9,37.2,32.8,24.63,80.77,5.16,206.42,2.74,Rice
80.7,60.2,48.5,26.05,70.1,6.05,74.66,2.89,Eggplant
30.7,33.6,93.8,26.25,76.45,6.15,170.0,1.43,Sweet Potato
41.4,58.5,120.0,28.38,74.34,6.55,136.7,2.04,Sweet Potato
57.3,40.4,171.5,27.65,75.37,6.42,160.95,3.33,Coconut
123.6,30.0,31.5,29.72,64.78,6.62,75.52,1.62,Corn
42.3,18.4,42.1,29.77,55.46,6.25,88.0,2.25,Cassava
28.0,28.8,50.8,27.48,45.41,5.52,152.68,3.05,Mango
15.6,26.5,77.9,26.49,66.54,5.64,132.07,1.52,Cassava
84.3,72.2,50.0,23.3,74.94,5.62,145.22,3.17,Papaya
63.1,61.8,94.9,30.67,75.92,6.59,150.49,2.75,Papaya
46.4,31.9,71.8,32.45,71.38,6.15,134.45,1.33,Cassava
40.1,41.2,173.9,27.29,71.71,6.31,138.6,1.93,Coconut
11.1,22.3,78.7,27.22,69.7,6.33,155.54,1.44,Cassava
30.0,27.0,41.3,24.55,69.65,5.96,141.53,2.85,Cacao
91.1,61.4,43.1,24.75,63.02,5.96,70.02,3.32,Corn
62.6,33.9,50.1,24.97,67.37,6.14,189.3,3.35,Cacao
99.4,32.4,42.3,25.03,85.17,6.38,240.3,3.1,Rice
55.0,48.1,123.7,29.03,77.94,5.59,133.8,1.31,Sweet Potato
81.9,41.0,49.2,26.49,56.14,5.0,90.0,1.27,Corn
106.2,32.4,103.9,28.35,74.34,7.4,104.83,2.55,Papaya
28.9,11.1,47.2,30.04,75.09,6.9,149.37,2.43,Cassava
33.5,25.9,173.4,27.19,78.31,6.48,189.01,3.17,Coconut
44.5,31.5,56.1,25.24,67.6,5.99,96.94,2.48,Mango
79.5,51.4,93.4,28.07,64.21,6.27,120.87,2.59,Papaya
79.8,66.2,86.4,28.73,79.65,6.77,73.84,3.16,Eggplant
98.6,78.3,52.1,28.21,79.24,5.41,153.99,1.81,Eggplant
30.8,44.4,33.4,25.86,49.31,7.24,117.88,2.42,Mango
60.1,61.8,76.1,25.64,82.63,6.69,270.61,3.69,Durian
101.3,33.2,196.1,26.25,75.82,5.68,188.25,2.3,Banana
64.9,58.8,57.9,30.35,64.12,6.1,150.0,1.18,Corn
80.0,59.7,91.9,22.25,68.56,7.0,81.76,2.51,Tomato
85.2,50.2,118.2,27.6,81.19,6.64,231.25,2.89,Durian
35.4,44.4,77.1,27.11,66.77,5.54,85.26,1.47,Mango
68.6,66.0,112.6,28.53,71.67,6.29,275.58,2.78,Durian
79.8,69.8,88.9,24.48,71.73,5.98,134.53,1.5,Papaya
44.2,33.3,93.2,26.02,73.84,5.97,109.63,2.4,Sweet Potato
91.7,40.4,40.4,23.72,65.26,5.7,127.1,2.03,Corn
58.6,32.6,40.5,25.74,62.35,6.95,127.03,1.36,Mango
153.7,48.0,129.6,27.67,84.58,6.35,225.39,4.9,Banana
60.9,90.0,85.2,23.76,60.3,5.97,116.24,2.18,Tomato
117.1,53.4,59.4,27.01,61.37,5.89,75.09,3.11,Eggplant
29.2,40.8,147.6,28.59,82.1,7.12,133.21,2.65,Coconut
29.3,19.4,109.9,30.73,67.31,5.4,133.1,2.14,Cassava
101.4,51.0,81.5,25.01,63.13,6.64,108.5,2.95,Tomato
48.7,42.8,158.5,26.16,78.55,5.79,197.66,3.34,Coconut
76.9,47.9,88.2,24.01,78.97,5.59,141.44,2.52,Cacao
18.4,39.2,152.7,27.68,80.52,5.18,223.45,2.45,Coconut
44.6,44.0,124.6,28.3,68.46,6.0,110.58,1.9,Sweet Potato
144.6,70.7,173.8,26.71,76.91,5.85,139.76,3.25,Banana
51.6,40.2,64.3,26.12,87.55,4.53,249.09,3.06,Cacao
53.4,42.2,83.6,25.57,77.47,6.74,157.24,3.19,Coconut
33.2,23.6,42.0,24.34,75.93,6.64,120.0,2.04,Cacao
92.7,75.8,82.8,26.92,53.69,5.96,101.22,2.4,Tomato
97.6,49.9,25.9,24.41,78.45,5.97,215.43,3.16,Rice
108.1,70.4,99.7,29.27,69.82,6.74,103.19,3.72,Papaya
59.7,42.6,42.4,22.64,64.9,5.66,76.32,2.01,Corn
48.4,35.0,76.1,27.98,85.16,5.33,120.0,2.87,Cacao
41.6,33.3,117.0,27.33,68.06,5.74,118.17,1.97,Sweet Potato
138.1,47.3,73.0,25.66,67.73,6.12,138.55,2.45,Eggplant
13.4,21.9,109.3,29.43,74.86,5.03,155.58,1.03,Cassava
78.0,53.8,98.1,26.85,76.69,6.03,123.9,3.08,Papaya
92.6,50.4,128.8,28.66,74.96,5.59,164.62,3.98,Banana
108.9,63.0,68.0,28.53,76.7,6.65,152.07,1.95,Papaya
82.0,75.0,61.2,26.51,58.88,6.04,128.28,2.84,Papaya
125.5,52.2,113.6,30.5,58.5,5.95,127.4,2.46,Papaya
43.1,30.2,37.0,25.46,61.24,6.59,119.91,2.38,Mango
98.5,83.4,108.2,24.66,63.66,6.9,70.05,2.61,Tomato
25.6,45.5,78.1,29.56,73.87,6.61,171.45,1.47,Coconut
122.1,53.6,133.1,28.27,69.06,6.98,164.48,3.44,Papaya
29.2,23.6,30.7,27.0,57.55,6.57,101.46,2.08,Mango
40.0,52.5,73.6,27.41,77.02,7.32,255.95,2.8,Durian
88.3,59.7,85.7,27.27,76.31,6.4,347.18,2.56,Durian
25.7,22.9,146.4,27.33,72.68,6.87,152.25,3.0,Coconut
22.6,26.2,126.0,27.93,72.3,6.55,199.68,3.28,Coconut
91.9,60.3,55.5,27.13,62.3,6.43,99.7,3.1,Eggplant
43.0,63.7,83.1,27.36,70.15,6.15,116.45,1.4,Sweet Potato
93.4,42.1,37.5,26.43,65.2,6.65,56.09,2.21,Corn
45.7,49.6,82.0,28.18,80.95,6.55,160.98,2.7,Coconut
65.7,62.6,84.4,27.05,88.49,6.19,250.03,3.21,Durian
109.6,52.4,217.3,27.59,82.39,5.77,159.39,2.6,Banana
57.3,60.8,94.5,28.96,77.83,6.75,269.98,3.57,Durian
77.0,71.4,80.0,27.21,68.96,5.92,94.91,2.53,Eggplant
60.1,39.2,40.0,31.21,71.13,5.94,185.49,3.37,Cacao
43.2,16.6,74.4,27.53,71.15,7.46,138.58,2.0,Coconut
105.5,26.0,122.8,25.45,83.97,7.0,237.68,2.18,Durian
64.9,28.1,123.2,27.23,73.95,6.35,154.08,1.68,Sweet Potato
142.3,38.3,111.5,28.16,88.66,5.68,295.04,3.78,Banana
103.7,30.3,22.5,28.19,63.04,5.53,77.97,1.76,Corn
47.1,40.0,93.6,28.03,86.92,6.93,213.91,3.48,Durian
57.1,49.0,64.0,25.9,59.7,6.3,95.36,2.15,Mango
41.8,44.2,46.6,23.86,51.59,7.41,107.72,2.19,Mango
74.5,59.9,54.8,23.18,68.32,6.1,132.0,2.81,Cacao
52.7,10.0,59.4,28.75,82.36,5.9,127.37,1.64,Cassava
111.3,34.8,80.0,33.0,91.96,5.26,186.37,2.28,Banana
90.1,54.7,93.1,26.5,66.92,6.55,100.18,1.57,Tomato
49.0,20.7,55.2,25.29,81.61,6.38,147.43,3.32,Cacao
60.0,15.0,91.4,25.58,84.08,6.17,145.61,3.29,Coconut
43.1,26.6,119.9,25.36,67.15,5.65,180.0,2.24,Cassava
48.7,22.6,65.1,25.89,79.52,7.01,132.79,3.61,Coconut
137.9,45.0,195.0,27.54,71.19,6.09,215.82,4.14,Banana
100.8,42.7,167.9,28.9,82.65,6.79,168.09,3.05,Banana
75.4,53.1,87.4,29.17,84.36,6.05,298.34,2.04,Durian
37.9,21.4,111.1,31.09,57.74,5.72,149.02,1.94,Cassava
116.8,60.4,82.8,27.46,77.14,6.89,130.65,3.24,Papaya
63.0,34.4,35.9,30.13,92.96,5.5,260.62,4.07,Rice
19.8,26.3,66.4,26.73,58.79,5.69,118.44,1.89,Cassava
20.1,27.1,56.9,25.16,55.52,6.65,84.0,2.13,Cassava
113.0,59.5,198.4,29.55,83.64,6.08,267.09,4.29,Banana
71.5,30.4,73.4,25.66,71.82,7.58,121.97,2.33,Mango
66.7,45.9,71.3,26.46,67.42,5.44,140.08,2.38,Papaya
103.1,48.7,42.5,23.98,70.0,5.49,166.25,3.33,Rice
48.4,48.0,47.4,29.0,83.1,6.21,183.68,2.51,Cacao
85.0,45.7,25.0,28.05,88.17,4.5,273.45,3.98,Rice
90.6,74.0,71.9,24.63,59.48,5.7,52.5,2.94,Tomato
103.3,26.5,102.0,25.93,70.0,7.21,267.12,4.14,Durian
92.7,51.2,51.1,27.16,78.72,6.95,299.62,3.4,Durian
93.8,69.6,50.2,27.32,81.31,6.08,185.21,2.93,Rice
38.1,47.8,60.7,26.6,81.97,6.31,111.38,1.25,Sweet Potato
51.2,62.2,34.6,27.95,72.23,6.79,79.09,1.98,Corn
34.6,63.5,110.6,31.95,81.32,5.33,141.26,1.99,Sweet Potato
40.5,22.4,50.6,30.11,77.05,5.79,119.81,1.58,Cassava
173.4,30.9,122.8,28.51,75.94,6.39,211.11,3.97,Banana
25.5,30.6,79.2,31.46,61.11,5.81,109.49,2.06,Mango
49.0,25.9,32.1,29.37,57.69,6.28,102.27,2.15,Mango
130.9,80.0,51.2,28.86,58.16,6.26,132.5,3.69,Eggplant
68.6,41.2,60.0,26.15,84.83,5.8,190.22,3.38,Coconut
50.0,43.7,75.9,27.6,74.87,6.65,136.77,2.63,Cacao
35.3,10.7,83.5,31.53,76.52,6.8,96.98,1.8,Cassava
73.6,48.3,88.8,26.44,82.42,6.87,66.64,1.01,Sweet Potato
124.3,58.7,112.7,28.77,79.68,5.58,204.63,2.22,Papaya
43.6,41.7,105.0,27.62,69.78,5.48,205.62,2.46,Cacao
84.9,73.5,44.0,29.52,65.47,5.92,159.28,3.37,Eggplant
29.8,50.3,141.9,26.42,72.31,5.61,164.96,1.06,Coconut
38.3,57.6,92.5,27.56,60.4,6.32,150.53,2.2,Sweet Potato
51.3,36.5,130.4,24.22,76.09,6.43,137.79,1.04,Coconut
48.6,33.1,83.9,27.86,77.44,5.74,187.37,1.92,Coconut
46.8,29.8,60.0,27.87,75.53,7.33,165.71,2.15,Coconut
66.0,36.0,92.9,25.91,87.05,4.5,176.99,2.84,Cacao
75.7,59.3,71.6,31.44,82.32,6.58,217.58,2.44,Durian
69.5,11.1,68.9,26.22,71.28,5.99,135.42,1.24,Cassava
92.6,61.2,55.6,26.99,78.51,6.14,89.77,3.16,Eggplant
144.2,49.6,75.2,23.27,70.63,5.66,111.35,2.19,Tomato
27.2,21.4,109.7,28.59,70.8,6.25,97.73,1.45,Cassava
54.8,33.2,133.1,27.83,73.92,6.32,104.37,2.0,Sweet Potato
124.9,69.2,57.0,27.01,61.39,6.18,170.0,3.17,Eggplant
98.6,31.5,50.0,31.13,72.0,6.78,142.59,3.07,Papaya
91.7,51.1,68.6,27.19,74.02,7.3,190.28,3.31,Durian
109.8,67.3,47.1,28.74,71.35,6.33,125.63,1.99,Eggplant
66.5,28.3,81.2,27.27,68.32,5.0,108.59,2.01,Sweet Potato
38.3,65.8,82.7,25.94,77.59,6.1,89.56,2.3,Sweet Potato
51.6,48.3,83.0,29.64,84.62,6.62,173.78,4.21,Cacao
109.8,74.1,206.5,29.97,85.99,6.12,237.45,3.65,Banana
